#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
AIREASON_ALL_HELP_IS_APPRECIATED;Kadá pomoc se cenní;Toute aide est appréciable;Jegliche Hilfe ist willkommen;;Toda ayuda se agradece;;;;;;;;;x
EVTOPTA61227;Okradl mì o èestnou smrt.;On m'a volé une mort glorieuse.;Ich wurde eines glorreichen Todes beraubt.;;Me han robado una muerte gloriosa.;;;;;;;;;x
EVTTOOLTIP61227;Regent prohrává, je zmrzaèen.;Le régent a été vaincu, il est gravement blessé.;Der Regent hat verloren und liegt zerschlagen darnieder.;;El regente pierde, está mutilado.;;;;;;;;;x
EVTOPTA61228;Nebylo pochyb, e to takto skonèí.;Je n'avais aucun doute quant à l'issue de ce duel.;Es gab nie einen Zweifel, wie dies enden würde.;;Nunca hubo ninguna duda de cómo iba a terminar.;;;;;;;;;x
EVTTOOLTIP61228;zasadil smrtící úder.;assène un coup mortel.;holt zum finalen Schlag aus.;;dando el golpe de gracia.;;;;;;;;;x
EVTOPTA61229;Ztra se mi z oèí. Ty nejsi hoden slouit lennímu pánu [Root.Liege.GetTitle].;Hors de ma vue ! Vous n'êtes pas de taille à servir [Root.Liege.Get_only_le_Title][Root.Liege.GetTitle].;Aus meinen Augen. Ihr seid nicht fähig, [Root.Liege.GetTitle] zu dienen.;;Fuera de mi vista. No mereces servir a [Root.Liege.GetTitle].;;;;;;;;;x
EVTOPTB61229;Jen jeden z nás opustí toto místo iv, pøíteli. Je mi líto.;Seul l'un d'entre nous quittera ce champ vivant, mon ami. J'en suis désolé.;Nur einer kann dieses Feld verlassen, mein Freund. Es tut mir leid.;;Sólo uno de nosotros puede abandonar este campo con vida amigo mio. Lo siento.;;;;;;;;;x
EVTTOOLTIP61229;zpùsobil váné zranìní.;inflige une blessure sérieuse.;fügt eine ernstzunehmende Wunde zu.;;infligir una herida grave.;;;;;;;;;x
EVTDESC61230;Jakmile temnota ustoupil a navrátil se ti zrak, uvìdomil jsi si, e leíš na zádech ve vysoké trávì a cítíš teplo krve, proudící z hluboké rány nìkde pod tvım pancíøem. Tvùj protivník se nad tebou v tichosti nakloní a je pøipraven ti zasadit poslední ránu, ale aby tì zostudil, rozhodne se ušetøit tvùj bídnı ivot.;Alors que l'obscurité s'atténue et que votre vue revient peu à peu, vous vous réveillez allongé sur le dos, dans l'herbe. Vous sentez un filet de sang chaud et poisseux s'échapper d'une blessure profonde, sous votre cotte de mailles. Votre ennemi est penché au-dessus de vous, silencieux, prêt à asséner le coup mortel, mais vous l'implorez de vous laisser la vie sauve.;Als die Dunkelheit langsam weicht und Euren Blick freigibt, findet Ihr Euch auf Eurem Rücken im hohen Gras liegend wieder. Ihr fühlt die warme und klebrige Ansammlung von Blut, das aus einer tiefen Wunde unter Eurer Rüstung pulsiert. Euer Gegner steht schweigend über Euch, bereit zum finalen Hieb, doch zu Eurer Schande entschließt er sich, Euer erbärmliches Leben zu verschonen.;;A medida que la oscuridad retrocede y recuperas la vista, yaces de espaldas sobre la hierba alta. Sientes como la sangre mana de una profunda herida en algún lugar bajo la cota de malla. Tu adversario se inclina sobre ti en silencio, listo para dar el golpe de gracia, pero para tu vergüenza decide salvar tu miserable vida.;;;;;;;;;x
EVTOPTA61230;Okradl mì o èestnou smrt.;On m'a volé une mort glorieuse.;Ich wurde eines glorreichen Todes beraubt.;;Me han robado una muerte gloriosa.;;;;;;;;;x
EVTTOOLTIP61230;ušetøil pøed smrtí.;voit sa vie épargnée.;vom Tode verschont.;;perdonada la vida.;;;;;;;;;x
EVTDESC61231;Dorazil jsi na pøedem dohodnuté místo pro duel a zjistil, e [From.GetTitledName] tam není. Ten zbabìlec se ti po tom všem neopovauje postavit!;Vous arrivez au lieu de duel convenu et découvrez que [From.Get_le_TitledName] n'est pas là. Ce lâche n'a pas osé vous affronter !;Ihr erschient wie vereinbart am Ort des Duells, doch [From.GetTitledName] zeigt sich nicht. Dieses feige Subjekt traut sich wohl doch nicht, Euch vor die Augen zu treten!;;Llegas al punto acordado para el duelo, sólo para encontrar que [From.GetTitledName] no aparece por ninguna parte. ¡Al final el cobarde no se ha atrevido a enfrentarse contigo!;;;;;;;;;x
EVTOPTA61231;Ten èerv.;Quel vulgaire mollusque.;So ein Wurm.;;Ese gusano.;;;;;;;;;x
EVTTOOLTIP61231;zpraven o tvé hanebné zbabìlosti.;A été informé de votre lâcheté sans nom.;Über Eure schändliche Feigheit informiert.;;Informado de tu vergonzosa cobardía.;;;;;;;;;x
EVTDESC61232;Tvùj soupeø zaboøil meè do tvého boku. Byl jsi zaskoèen a nìjakou chvíli trvalo, ne sis uvìdomil, e všechna ta krev vytéká z tebe. Padl jsi na kolena a ivot z tebe vyprchával...;Votre ennemi transperce votre flanc de son épée et il vous faut quelques minutes pour comprendre que tout ce sang est le vôtre. Vous tombez à genoux, alors que la vie vous quitte peu à peu...;Euer Gegner rammt das Schwert tief in Eure Seite - Ihr seid für kurze Zeit verwirrt, bevor Ihr realisiert, dass das viele Blut das Eure ist. Ihr fallt auf Eure Knie, während das Leben Euch langsam verlässt ...;;Tu oponente hunde su espada profundamente en tu costado, tardas unos confusos instantes en darte cuenta que toda esa sangre mana de ti. Caes de rodillas mientras la vida se esfuma...;;;;;;;;;x
EVTOPTA61232;Nemìlo to skonèit takhle...;Ce n'était pas censé se terminer de cette façon...;So sollte es niemals enden.;;Esto no debía acabar así ... ;;;;;;;;;x
EVTTOOLTIP61232;je vysvobozen ze svého utrpení.;a vu son supplice abrégé.;wird von seinem Elend erlöst.;;ha puesto fin a su miseria.;;;;;;;;;x
EVTDESC61235;Tvùj døívìjší regent byl pøemoen v souboji. Vítìz duelu [Root.Liege.Regent.GetTitledName] pøevzal jeho místo.;Votre ancien régent a été vaincu lors d'un duel. Le vainqueur de cet affrontement, [Root.Liege.Regent.Get_le_TitledName], a donc pris sa place.;Euer ehemaliger Regent wurde im Duell besiegt. Aufgrund des Sieges hat [Root.Liege.Regent.GetTitledName] den Platz eingenommen.;;Tu antiguo regente ha sido derrotado en combate singular. El vencedor del duelo, el [Root.Liege.Regent.GetTitledName], ha ocupado su lugar.;;;;;;;;;x
EVTDESC61236;Kvùli intrikám u dvora, které pøekraèují souèasnou hranici tvého chápání, byl tvùj souèasnı oddanı regent nahrazen jinım.;En raison d'une intrigue juridique bien trop complexe à vous expliquer, [FromFrom.GetLeLa] régent[FromFrom.Get_E] qui était à votre service jusqu'alors a été remplacé[FromFrom.Get_E] par un[From.Get_E] de vos courtisan[From.Get_E]s.;Aufgrund von Hofintrigen, die Eure Logik und Euren Verstand weit überschreiten, wurde Euer Regent durch jemand anderen ersetzt.;;Debido a intrigas en la corte más allá de tu comprensión, tu actual regente ha sido sustituido por otro.;;;;;;;;;x
EVTDESC61237;Já bych mìla vládnout namísto mého manela, ne [Root.Liege.Regent.GetTitledName]. To jediné je správné øešení.;C'est moi qui devrais prendre la tête du Royaume et succéder à mon mari, et non [Root.Liege.Regent.Get_le_TitledName]. Mais bon, c'est comme ça.;Ich sollte an Stelle meines Gatten herrschen, nicht [Root.Liege.Regent.GetTitledName]. Es wäre nur fair.;;Yo debería ser la que gobierne en lugar de mi esposo, no [Root.Liege.Regent.GetTitledName]. Es lo apropiado.;;;;;;;;;x
EVTOPTA61237;Stani se!;Qu'il en soit ainsi !;So soll es sein!;;¡Que así sea!;;;;;;;;;x
EVTDESC61238;Jako královna matka jsem se rozhodla pøevzít zodpovìdnost a povinnosti plynoucí z regentství za [Root.Liege.GetTitledFirstName].;En tant que Reine-Mère, j'ai décidé de prendre en charge les responsabilités et devoirs de la Régence [Root.Liege.Get_du_TitledFirstName]. ;Als Königinmutter habe ich beschlossen, die Verantwortlichkeiten und Pflichten von [Root.Liege.GetTitledFirstName]s Regentschaft zu übernehmen.;;Como la Reina Madre, he decidido asumir las responsabilidades y deberes de la regencia de [Root.Liege.GetTitledFirstName].;;;;;;;;;x
EVTOPTA61238;[Root.Liege.Regent.GetTitledName], jsi odvolán.;[Root.Liege.GetTitledFirstName], je vous démets de vos fonctions.;[Root.Liege.Regent.GetTitledName], Ihr seid hiermit entlassen.;;[Root.Liege.Regent.GetTitledName], estás despedido.;;;;;;;;;x
EVTDESC61239;Tvá milující manelka se rozhodla, e ona bude odvádìt dobrou práci jako tvùj regent. Konec koncù, kdo kromì ní mùe vládnout øíši pøesnì podle tvıch tueb?;Votre tendre épouse a décidé qu'elle serait parfaite pour vous tenir lieu de régente. Après tout, qui mieux qu'elle pourrait diriger le Royaume en accord avec vos propres souhaits ?;Euer liebendes Weib hat beschlossen, dass sie einen besseren Regenten als der momentane abgibt. Und wer könnte Eure eigenen Wünsche in der Herrschaft über das Reich besser vertreten als sie?;;Tu amada esposa ha decidido que ella haría un mejor trabajo sirviendo como tu regente. Después de todo, ¿quién sino ella podría gobernar el reino, de acuerdo con tus deseos?;;;;;;;;;x
EVTOPTA61239;Nikdo.;Personne.;Niemand.;;Nadie.;;;;;;;;;x
EVTOPTB61239;Já mám nìjakou enu?;J'ai une femme ?;Ich bin verheiratet?;;¿Tengo una esposa?;;;;;;;;;x
EVTOPTC61239;Ta babizna!;Cette mégère !;Diese Hexe!;;¡Esa bruja!;;;;;;;;;x
EVTDESC61240;Královna matka vyuila svùj znaènı vliv, aby se stala tvım regentem. Nech má øíše uitek z její moudrosti a zkušeností.;La Reine-Mère a usé de son influence considérable pour s'attribuer le titre de régente. Le Royaume bénéficiera sans doute de sa sagesse et de son expérience.;Die Königinmutter hat ihren beachtlichen Einfluss geltend gemacht und die Regentschaft übernommen. Möge das Reich von ihrer Weisheit und Erfahrung profitieren.;;La Reina Madre ha usado su influencia para intervenir como tu regente. Que el reino se beneficie de su experiencia y sabiduría.;;;;;;;;;x
NEW_DLC_AVAILABLE;Je mono zakoupit novı obsah;Nouveau contenu disponible;Neue Inhalte stehen nun zum Kauf zur Verfügung.;;Hay nuevo contenido disponible para su compra;;;;;;;;;x
EVTDESC1980;eny mì nezajímají, namísto toho cítím pøitalivost jinıch muù.;Les femmes ne m'intéressent pas, je suis plutôt attiré par les hommes.;Frauen interessieren mich nicht, ich fühle mich eher zu anderen Männern hingezogen.;;Las mujeres no me interesan, en cambio me siento atraído por otros hombres.;;;;;;;;;x
EVTDESC1990;Mui mì nezajímají, namísto toho cítím pøitalivost jinıch en.;Les hommes ne m'intéressent pas, je suis plutôt attirée par les femmes.;Männer interessieren mich nicht, ich fühle mich eher zu anderen Frauen hingezogen.;;Los hombres no me interesan, en cambio me siento atraída por otras mujeres.;;;;;;;;;x
EVTDESC20292;Mùj pane,\nPíši ti šokující zprávu! [FromFrom.GetTitledName] se mì pokusil zavradit, abych neodhalil jeho spiknutí [FromFrom.GetPlot].\n\nTvùj pokornı dvorní špeh,\n[From.GetTitledName];M[Root.GetOnA][Root.GetLordLady],\nJe vous écris pour vous annoncer une nouvelle confondante. [FromFrom.Get_Le_TitledName] a tenté de me faire assassiner afin que je ne dévoile pas au grand jour son plan visant à [FromFrom.GetPlot].\n\nVotre humble maître-espion,\n[From.GetTitledName];Meine Hoheit,\nich schreibe Euch und bringe schockierende Nachrichten! [FromFrom.GetTitledName] hat versucht, mich zu beseitigen, um zu verhindern, dass ich [FromFrom.GetHerHis]en Plan entdecke: [FromFrom.GetPlot].\n\nEuer untergebener Hofspitzel\n[From.GetTitledName];;Mi señor, \n¡Me dirijo a usted con una horribles noticias! [FromFrom.GetTitledName] intentó asesinarme para asegurarse de que no descubriría [FromFrom.GetHerHis] complot para [FromFrom.GetPlot]. \n\nVuestro humilde maestro de espías, \n[From.GetTitledName];;;;;;;;;
EVTOPTB8118;Popravdì, zapojit se do války nebyl mùj plán...;Je n'avais pas envisagé de devoir faire la guerre...;Einen wirklichen Krieg hatte ich eigentlich nicht gewollt ...;;En realidad, ir a la guerra no era mi plan ...;;;;;;;;;x
WAR_NAME_CLAIM_VASSAL;$ATTACKER$ $ORDER$ válka za odnìtí titulu $OTHER_TITLE$;$ORDER$Guerre de $ATTACKER$ pour obtenir $OTHER_TITLE$;$ATTACKER$'s $ORDER$Krieg zur Aberkennung von $OTHER_TITLE$;;$ATTACKER$ $ORDER$una guerra para revocar $OTHER_TITLE$;;;;;;;;;x
EVTOPTA100000;Jen jim povìz, kdo ukradl ten brk a sušenky!;Dites-leur qui a volé les biscuits et la plume !;Sagt, wer den Federkiel und die Kekse gestohlen hat!;;¡Diles quien robó las galletas y la pluma!;;;;;;;;;x
EVTTOOLTIP100001;[Root.GetTitledFirstName] a [This.GetTitledFirstName] se stali rivaly;[Root.Get_Le_TitledFirstName] et [This.Get_le_TitledFirstName] sont devenus rivaux.;[Root.GetTitledFirstName] und [This.GetTitledFirstName] werden zu Rivalen;;[Root.GetTitledFirstName] y [This.GetTitledFirstName] se convierten en rivales;;;;;;;;;x
EVTOPTB100000;Udìlali jsme to spoleènì!;Semons le chaos ensemble !;Lasst uns gemeinsam Unheil bringen!;;¡Vamos a causar estragos juntos!;;;;;;;;;x
EVTTOOLTIP100002;[Root.GetTitledFirstName] a [This.GetTitledFirstName] se díky jejich zlomyslnosti stali pøáteli;Le plan diabolique élaboré par [Root.Get_le_TitledFirstName] et [This.Get_le_TitledFirstName] a fait d'eux des amis.;[Root.GetTitledFirstName] und [This.GetTitledFirstName] werden über das gemeinsame Planen von Unheil zu Freunden;;Los perversos planes de [Root.GetTitledFirstName] y [This.GetTitledFirstName] hacen que sean amigos;;;;;;;;;x
EVTDESC100001;Vidìl jsem, jak kuchaø nadává [From.GetFirstName] a dvorní špeh se ho snaí uplatit, aby dostal svùj brk zpìt, avšak já mám ten namodralı vzácnı brk v pravé ruce a sušenky v levé. Kdy jsme si pak hráli a jedli sušenky, ani jsem si nevšiml, e se [From.GetFirstName] proplíil a sebral brk.;J'ai regardé le cuisinier réprimander [From.GetFirstName] et le maître-espion tenter de [From.GetLeLa] soudoyer pour récupérer sa plume, en vain. Je tenais la précieuse plume bleue dans ma main droite et un biscuit dans la gauche. Tandis que je jouais avec la plume et que je savourais un biscuit, je n'ai pas vu [From.GetFirstName] se faufiler derrière moi et me prendre la plume de la main !;Ich beobachtete, wie der Koch [From.GetFirstName] beschimpfte und wie der Hofspitzel versuchte [From.GetHerHim] zu bestechen, um seinen Federkiel wiederzubekommen, doch alles umsonst - ich hielt den bläulichen, wertvollen Federkiel in der rechten und einen Keks in der linken Hand. Während ich spielte, bemerkte ich nicht, wie [From.GetFirstName] sich anschlich und mir den Federkiel aus den Händen riss.;;Yo había visto al cocinero regañar a [From.GetFirstName] mientras el jefe de los espías intentaba sobornarle [From.GetHerHim] en vano para que le devolviera su pluma – sostuve la azulada y preciada pluma en mi mano derecha y una galleta en mi izquierda. Mientras jugaba con ella y comía galletas no me percaté de que [From.GetFirstName] se acercó y me arrebató la pluma.;;;;;;;;;x
EVTOPTA100001;Hej! Vra to, to je teï moje!;Hé ! Rendez-moi ça, c'est à moi !;Hey! Gebt das wieder her, das gehört jetzt alleine mir!;;¡Hey! ¡Devuelveme eso, ahora es mio!;;;;;;;;;x
opinion_rival;Rival;Rivalité;Rivale;;Rival;;;;;;;;;x
EVTDESC100002;Myslel jsem si, e [From.GetFirstName] øekne kuchaøi, e jsem to byl já, kdo ukradl sušenky a pøinutí mì vrátit vzácnı brk dvornímu špehovi. [From.GetFirstName] mì však pøekvapil. Místo toho se vyptával, jak e jsem dokázal sebrat ten brk dvornímu špehovi rovnou pod nosem a chtìl nìjak vrátit kuchaøi, e mu vynadal.;Je pensais que [From.GetFirstName] me dénoncerait au cuisinier et me forcerait à rendre la plume au maître-espion. [From.GetFirstName] m'a étonné quand à la place, [From.GetIlElle] m'a demandé comment j'avais réussi à dérober la plume juste sous le nez du maître-espion et a requis mon aide pour se venger du cuisinier qui l'avait réprimandé.;Ich dachte, [From.GetFirstName] würde dem Koch verraten, dass ich der Keksdieb bin, und mich zwingen, dem Hofspitzel den Federkiel zurückzugeben. [From.GetFirstName] überraschte mich jedoch damit, dass [From.GetSheHe] mich stattdessen fragte, wie es mir gelungen sei, den Federkiel direkt unter der Nase des Hofspitzels zu entwenden, und bat mich um Hilfe, dem Koch seine Schimpftiraden gegenüber [From.Getihmihr] heimzuzahlen.;;Pensé que [From.GetFirstName] le diría al cocinero que fui yo quien le robó las galletas y me haría devolver la pluma al maestro de espías. [From.GetFirstName] me sorprendió cuando [From.GetSheHe] en lugar de eso me preguntó cómo conseguí robar la pluma en las narices del maestro de espías y quería que le ayudara a dar una lección al cocinero por regañarle.;;;;;;;;;x
EVTOPTA100002;S tím bych mohl pomoci!;Je peux le faire !;Das könnte ich durchaus tun!;;¡Yo podría hacer eso!;;;;;;;;;x
EVTOPTA100005;Škádlí plaché dítì;Taquiner l'enfant timide;Hänselt das schüchterne Kind;;Burlarse del niñotímido;;;;;;;;;x
EVTTOOLTIP100006;[Root.GetFirstName] poškádlí [This.GetFirstName];[Root.GetFirstName] embête [This.GetFirstName].;[This.GetFirstName] wird von [Root.GetFirstName] gehänselt;;[This.GetFirstName] es objeto de las burlas de [Root.GetFirstName];;;;;;;;;x
EVTOPTB100005;Zeptám se, jestli si chce pùjèit mùj døevìnı meè;J'ai proposé à l'enfant de lui prêter mon épée en bois.;Ich frage das Kind, ob es gerne mein Spielzeugschwert ausleihen möchte;;Me pregunto si el niño quiere tomar prestada mi espada de juguete;;;;;;;;;x
EVTTOOLTIP100007;[Root.GetFirstName] promluví s [This.GetFirstName];[Root.GetFirstName] parle à [This.GetFirstName].;[Root.GetFirstName] spricht mit [This.GetFirstName];;[Root.GetFirstName] habla con [This.GetFirstName];;;;;;;;;x
EVTOPTC100005;Nechám je bıt;Laisser l'enfant tranquille.;Lasst das Kind in Frieden;;Dejar al niño tranquilo;;;;;;;;;x
EVTDESC100006;Èetl jsem si ve stínu velkého stromu, a slyšel smích a køik ostatních dìtí. Nevšímal jsem si ho, dokud mi [From.GetFirstName] nesebral mou knihu a nezahodil ji pryè.\n\n'Tak, knihomole. co teï udìláš?';J'étais en train de lire sous un arbre, écoutant les rires et les cris des autres enfants. Je n'ai pas remarqué [From.GetFirstName] avant qu'[From.GetIlElle] n'arrive à mon niveau et envoie valdinguer mon livre.\n\n« Alors, le rat de bibliothèque, qu'est-ce que tu vas faire, maintenant ? »;Ich saß friedlich unter einem Baum, in mein Buch versunken, und lauschte dem Gelächter und Geschrei der anderen Kinder. Ich bemerkte [From.GetFirstName] nicht, bis [From.GetSheHe] vor mir stand und mir das Buch entriss und es wegwarf.\n\nNa, du Bücherwurm, was machst du nun?;;Estaba leyendo bajo un árbol, escuchando las risas y gritos de los otros niños, sin fijarme en [From.GetFirstName] hasta que [From.GetSheHe] se puso ante mí y me agarró el libro, tirándolo al suelo. \n\n'Así que, ¿qué vas a hacer al respecto rata de biblioteca? ';;;;;;;;;x
EVTOPTA100006;Skonèíš v takovıch bolestech, e se i tvá vnouèata narodí s pláèem!;Tu vas tellement souffrir que tes petits-enfants viendront au monde en pleurant !;Du wirst solche Schmerzen erleiden, dass selbst deine Enkelkinder weinend geboren werden!;;¡Te va a doler tanto que tus nietos nacerán llorando!;;;;;;;;;x
EVTTOOLTIP100008;[Root.GetFirstName] praští [This.GetFirstName];[Root.GetFirstName] frappe [This.GetFirstName].;[Root.GetFirstName] schlägt [This.GetFirstName];;[Root.GetFirstName] golpea a [This.GetFirstName];;;;;;;;;x
EVTOPTB100006;Nic, nic...;Euh... Rien.;N...nichts ...;;N-nada ...;;;;;;;;;x
EVTDESC100007;Právì jsem se dobøe bavil nad svım posledním objevem z knihovny, poslouchal jsem smích ostatních dìtí a dával pozor, aby mi nehodili na šaty nebo na køehké stránky této knihy ábu. Pøišel ke mì [From.GetFirstName] a ptal se mì na spoustu vìcí ohlednì té knihy. Pak mi nabídl, e si mùu pùjèit jeho døevìnı meè.;J'étais en train de savourer ma dernière trouvaille littéraire, écoutant les rires des autres enfants pour m'assurer qu'aucun d'eux n'arrivait pour me lancer une grenouille au visage ou sur mon livre fragile, quand [From.GetFirstName] s'est approché de moi sans bruit et m'a posé tout un tas de questions sur mon livre avant de me proposer de jouer avec son épée en bois.;Ich genoss meinen neuesten Fund aus der Bibliothek und lauschte dem Gelächter der anderen, um sicherzugehen, dass sie nicht auf die Idee kämen, wieder einen Frosch in meinen Kragen zu stecken oder sogar auf die empfindlichen Seiten des kostbaren Buches zu schleudern, als [From.GetFirstName] sich an mich anschlich, mir eine Menge Fragen über das Buch stellte und mir dann anbot, [From.GetHerHis] Spielzeugschwert auszuleihen.;;Disfrutaba mi última visita a la biblioteca, prestando atención a las risas de los otros niños para asegurarme de que no se presentaba alguno y soltaba otra rana en mi camisa o en las frágiles páginas del libro, cuando [From.GetFirstName] se acercó furtivamente a mí , me hizo un montón de preguntas acerca del libro y luego me ofreció prestada [From.GetHerHis] espada de juguete.;;;;;;;;;x
EVTOPTA100007;To bych rád!;J'adorerais !;Gerne!;;¡Me encantaría!;;;;;;;;;x
EVTTOOLTIP100012;[Root.GetTitledFirstName] a [This.GetTitledFirstName] si budou hrát spoleènì a stanou se pøáteli;[Root.Get_Le_TitledFirstName] et [This.Get_le_TitledFirstName] jouent ensemble et se lient d'amitié.;[Root.GetTitledFirstName] und [This.GetTitledFirstName] spielen miteinander und werden zu Freunden;;[Root.GetTitledFirstName] y [This.GetTitledFirstName] juegan juntos y se convierten en amigos;;;;;;;;;x
EVTOPTB100007;Meèe mi nahánìjí strach...;J'ai peur des épées...;Ich habe Angst vor Schwertern ...;;Tengo miedo a las espadas ...;;;;;;;;;x
EVTDESC100008;Ani jsem nezpozoroval ránu, kterou mi zasadil [From.GetFirstName] a kvùli ní jsem upadl oblièejem do blátìné loue!;Je n'ai même pas vu partir le coup de [From.GetFirstName] qui m'a fait tomber tête la première dans la flaque de boue.;Ich habe den Hieb von [From.GetFirstName] nicht mal kommen sehen, da lag ich auch schon mit der Nase im Matsch!;;¡Ni tan siquiera vi a [From.GetFirstName] lanzar el golpe que me tiró de cabeza al charco de barro!;;;;;;;;;x
EVTOPTA100008;Zabiju tì!;Je vais te tuer !;Ich werde dich umbringen!;;¡Te voy a matar!;;;;;;;;;x
EVTTOOLTIP100010; [Root.GetFirstName] si dobírá [This.GetFirstName] a stanou se nelítostnımi rivaly;[This.GetFirstName], dont tout le monde se moque, et [Root.GetFirstName] deviennent des ennemis jurés.;[This.GetFirstName] und [Root.GetFirstName] werden zu erbitterten Rivalen;;La burla entre [This.GetFirstName] y [Root.GetFirstName] los convierte en feroces rivales;;;;;;;;;x
EVTOPTB100008;Páni, to byla ale fantastická rána! Ukáeš mi, jak jsi to udìlal!;Waouh, ça, c'était un vrai coup de poing ! Montre-moi comment tu as fait ça !;Holla, was für ein fantastischer Schlag. Zeig mir, wie du das gemacht hast!;;¡Guau, qué golpe más bueno! ¡Enseñame a hacerlo!;;;;;;;;;x
EVTTOOLTIP100009;[This.GetFirstName] a [Root.GetFirstName] se stanou pøáteli;[Root.Get_Le_TitledFirstName] et [This.Get_le_TitledFirstName] se lient d'amitié.;[This.GetFirstName] und [Root.GetFirstName] werden zu Freunden;;[This.GetFirstName] y [Root.GetFirstName] se convierten en amigos;;;;;;;;;x
EVTDESC100009;Nervóznì jsem sledoval, jak se [From.GetFirstName] pomalu zvedá z blátìné loue, do ní spadl potom co jsem ho udeøil. Jsem pøipraven vzít nohy na ramena, jestli se [From.GetFirstName] bude chtít pomstít. On se mì však nepokusil ani chytit a omluvil se za to, e zahodil mou knihu. Pak se mì zeptal jestli mu ukáu, jak dát takovou ránu.;J'ai attendu anxieusement que [From.GetFirstName] se relève doucement de la flaque de boue dans laquelle je l'avais poussé, prêt à m'enfuir en courant si [From.GetFirstName] décidait de se venger. Mais [From.GetIlElle] n'a même pas essayé de m'attraper, [From.GetFirstName] s'est excusé d'avoir jeté mon livre et m'a demandé de lui donner le secret d'un coup de poing réussi.;Ich beobachtete nervös, wie [From.GetFirstName] sich aus dem Schlammloch erhob, in den [From.GetSheHe] gefallen ist, nachdem ich [From.GetHerHim] niedergeschlagen habe, und war bereit die Flucht anzutreten, falls [From.GetFirstName] auf Rache sann. [From.GetSheHeCap] versuchte nicht einmal, mich zu ergreifen, und [From.GetFirstName] entschuldigte sich dafür, mein Buch weggeworfen zu haben, und fragte, ob ich [From.Getihmihr] zeigen könnte, wie man so zuschlagen kann.;;Observé nerviosamente como [From.GetFirstName] se levantaba lentamente del charco de barro al que cayó en cuando le golpeé [From.GetHerHim], listo para salir corriendo si [From.GetFirstName] quería venganza. [From.GetSheHeCap] ni siquiera trató de agarrarme, [From.GetFirstName] se disculpó por lanzar mi libro a un lado y me preguntó si podía mostrarle cómo golpear de esa manera.;;;;;;;;;x
EVTOPTA100009;Opravdu se nezlobíš?;Tu jures que tu n'es pas en colère ?;Nichts für ungut, versprochen?;;¿Me prometes que no estás enfadado?;;;;;;;;;x
EVTDESC100010;Mìl jsem sotva èas na to sebrat knihu a pak utíkat jako o ivot. [From.GetFirstName], øvoucí jako rozhnìvanı bık, mì zaèal pronásledovat s oblièejem celım od bláta a touhou se mi pomstít za to, e jsem ho udeøil. Utekl jsem a ukryl se v kuchyni. Bylo jen slyšet, jak [From.GetFirstName] pøísahá, e se pomstí, i kdyby to mìlo trvat celı jeho ivot.;À peine avais-je eu le temps de ramasser mon livre et de m'enfuir en courant que j'ai entendu [From.GetFirstName] pousser un hurlement de colère, avant de se lancer à ma poursuite, le visage recouvert de boue, bien décidé à se venger. Je me suis caché dans la cuisine, et j'ai entendu [From.GetFirstName] jurer solennellement que je paierai pour ce que je lui avais fait.;Ich konnte gerade noch mein Buch aufheben und losrennen, als [From.GetFirstName] wie ein verwundeter Stier aufbrüllte und mir nachjagte, das Gesicht voller Dreck und auf Rache sinnend, weil ich [From.GetHerHim] geschlagen hatte. Ich floh und versteckte mich in der Küche, und hörte [From.GetFirstName] Schwüre ausstoßen, dass [From.GetSheHe] schon noch [From.GetHerHis]e Chance auf Rache bekommen würde, und wenn es [From.GetHerHis] ganzes Leben dauern sollte.;;Apenas tuve tiempo de coger el libro y correr por mi vida mientras [From.GetFirstName] rugía como un toro furioso y corría detrás de mí, la cara llena de barro en busca de venganza por haberle golpeado. Huí y me escondí en la cocina, sólo para escuchar como [From.GetFirstName] juraba que [From.GetSheHe] se vengaría de mí, aunque le llevara toda la vida.;;;;;;;;;x
EVTOPTA100010;Z nás u asi pøátelé jen tak nebudou...;On ne deviendra jamais amis...;Aus uns werden wohl nie Freunde werden ...;;Ahora nunca seremos amigos...;;;;;;;;;x
EVTDESC100015;Kdy se mì mùj opatrovník [Root.Guardian.GetTitledFirstName] zase chystal potrestat, e jsem neodvedl svou práci a u u jsem se chtìl pøiznat, objevil se nìkdo jinı a vzal vinu na sebe.;Encore une fois, [Root.Guardian.Get_le_TitledFirstName] a découvert que j'avais essayé d'échapper à mes corvées, mais au moment où j'allais me confesser, quelqu'un s'est accusé à ma place.;Und wieder einmal hatte [Root.Guardian.GetTitledFirstName] entdeckt, wie ich mich vor meinen Aufgaben zu drücken versuchte, aber bevor ich klein beigeben und alles zugeben konnte, nahm jemand anderes die Schuld auf sich.;;Una vez más, [Root.Guardian.GetTitledFirstName] descubrió que intenté librarme de mis tareas, pero antes de que me derrumbara y admitiera mi culpa, otra persona se echó las culpas en mi lugar.;;;;;;;;;x
EVTOPTA100015;A budeme z doslechu, vøele za to podìkuji;Le remercier chaleureusement une fois seul.;Dankt Eurem Helfer überschwänglich, sobald Ihr nicht mehr in Hör-Reichweite seid;;Agradecérselo cuando nadie nos oiga;;;;;;;;;x
