#CODE;ENGLISH;FRENCH;;GERMAN;SPANISH;;;;;;;;;x
EVTNAME10105;Obìtujte skot;Nourrir la faille avec du bétail;;Stiere hinabstürzen;Alimentarle con ganado;;;;;;;;;x
EVTDESC10105;Krávy zùstaly stát na okraji trhliny a jejich vydìšenı ryk se mísil s jekotem muèenıch duší. Sedláci je museli do jámy shodit. Hrùzyplné buèení krav se ozıvalo do doby, ne dopadly na dno.;Arrivée au bord de la faille, les vaches se sont mises à reculer. Il a donc fallu les pousser. Leurs misérables meuglements se sont alors mêlés aux lamentations des âmes torturées prises au piège de cette fosse.;;Die Stiere scheuten vor der Kluft und wollten nicht mehr weiterlaufen. Man musste sie mit Gewalt hineinstoßen, und bis sie am Boden aufschlugen, mischte sich ihr erbärmliches Brüllen mit den Klagelauten der gepeinigten Seelen, die in der Höllengrube gefangen waren.;Las vacas se plantaron frente a la grieta y se negaron a seguir avanzando. Debieron ser empujadas hacia la grieta y su triste mugido se mezcló con los lamentos de las almas en pena atrapadas en el agujero hasta que alcanzaron el fondo.;;;;;;;;;x
EVTOPTA10105;Vìøím, e to bude fungovat;J'espère que ça va marcher.;;Ich hoffe wirklich, dass das funktioniert;Espero que esto funcione;;;;;;;;;x
EVTOPTB10105;To nefunguje, zkusme nìco jiného.;Je ne crois pas à cette idée.;;Ich glaube nicht an diese Methode;No confío en esta idea;;;;;;;;;x
EVTNAME10106;Valící se kameny;Pierres qui roulent;;Steinladung;Las piedras rodantes;;;;;;;;;x
EVTDESC10106;Dìlníci házeli do pekelné jámy z povozù štìrk a kamení a pøi tom se pokoušeli chránit se pøed plameny a létajícími ohnivımi kameny. Vıkøiky trpících duší nìkteré dìlníky šokovaly a odmítali dál jámu zahazovat.;D'innombrables charretées de pierres et de gravier ont été déversées dans la faille par des hommes qui tentaient désespérément de se préserver des flammes et des pierres incandescentes qui en jaillissaient. Les cris de douleur qui surgissaient du fond de la fosse ébranlaient les hommes, certains refusant de continuer. J'ai dû leur assurer que personne n'y était pris au piège et leur promettre qu'aucun d'eux ne descendrait dans cet enfer.;;Wagenladung auf Wagenladung an Felsbrocken und Schotter wurden in die Kluft geschaufelt, während die Arbeiter verzweifelt versuchten, den Flamen und glühenden Steinen auszuweichen, deren Anzahl zu steigen schien. Die Schmerzensschreie vom Boden der Kluft machten den Arbeitern zu schaffen, und manche weigerten sich, weiterzuschaufeln. Ich versprach ihnen, niemand wäre dort unten gefangen. Einen Abstieg in diese Kluft, den aber wollte ich niemandem zumuten.;Se palearon carretas de rocas y grava en la brecha mientras los trabajadores trataban desesperadamente de evitar las llamas y las rocas ardientes que parecían ser cada vez más. Los gritos de dolor desde el fondo de la grieta afectaron a los trabajadores y algunos se negaron a seguir paleando grava. Tuve que prometerles que no había nadie atrapado allí pero no quise que nadie se adentrase en la aberración que albergaba el agujero.;;;;;;;;;x
EVTOPTA10106;Chopte se lopat!;Continuer à pelleter !;;Weiterschaufeln!;¡Seguid paleando!;;;;;;;;;x
EVTOPTB10106;Tohle je nesplnitelnı úkol;C'est une tâche impossible.;;Das ist ein unmögliches Unterfangen;Es una tarea imposible;;;;;;;;;x
EVTNAME10107;Obìtujte mé dítì;Qu'on sacrifie mon enfant !;;Mein Kind opfern;Sacrificar a mi hijo;;;;;;;;;x
EVTDESC10107;Jedna ze starıch vìštkyò mi øekla, e musím obìtovat to, co je mi nejmilejší. A mì napadl mùj prvorozenı syn. S tìkım srdcem jsem souhlasil, e se s ní sejdu u pekelné díry.;Une femme a prétendu avoir eu une vision pendant les trois jours où les membres de la Cour étaient censés réfléchir à une solution pour fermer la faille. Elle m'a affirmé que le péril ne serait surmonté que lorsque j'aurais jeté dans le gouffre ce que j'ai de plus cher. J'ai immédiatement pensé à mon fils aîné. Le coeur lourd, j'ai accepté de retrouver la femme à la fosse avec lui.;;Eine der weisen Frauen sagte mir, dass sie während der drei Tage, die sie alle über das Schließen der Kluft zu meditieren hatten, eine Vision gehabt hätte. Sie sagte, die Gefahr könne nur dann gebannt werden, wenn ich mein Allerliebstes in die Kluft werfen würde, und dabei musste ich sofort an meinen ältesten Sohn denken. Schweren Herzens stimmte ich zu, die weise Frau zusammen mit meinem ältesten Sohn am Rande der Kluft zu treffen.;Una de las sabias me dijo que había tenido una visión durante los tres días que debían emplear para diseñar un modo de cerrar la grieta. Dijo que el riesgo se superaría solo cuando arrojase al abismo lo que me era más querido, y pensé de inmediato en mi hijo mayor. Con el corazón apesadumbrado acepté reunirme en el agujero con la mujer llevando a mi hijo mayor.;;;;;;;;;x
EVTOPTA10107;Myslím, e toho nebudu litovat;J'espère que je ne le regretterai pas.;;Hoffentlich werde ich dies nicht bereuen;Espero no lamentarlo;;;;;;;;;x
EVTOPTB10107;Musí bıt jiná cesta !!;Il doit y avoir une autre solution !;;Es muss einen anderen Weg geben!;¡Debe haber otro modo!;;;;;;;;;x
EVTNAME10108;Funguje to!!!;Cela a fonctionné !;;Es hat geklappt!;¡Ha funcionado!;;;;;;;;;x
EVTDESC10108;Pekelná díra je koneènì uzavøena. U se neobjevují ohnivé kameny a ze zemì se neozıvá náøek muèenıch duší!;La faille s'est enfin refermée ! Finis les jets de pierres incandescentes et les flammes, finies les lamentations surgissant des entrailles de la terre !;;Endlich hat sich die Kluft geschlossen! Keine glühenden Steine, keine Flammen und auch keine Klagelaute aus der Unterwelt mehr!;¡La grieta se ha cerrado por fin! ¡No más piedras ardientes ni llamas, ni más lamentos del subsuelo!;;;;;;;;;x
EVTOPTA10108;Knìí odvedli dobrou práci a uzavøeli pekelnou bránu!;Le prêtre a réalisé un véritable exploit en parvenant à exorciser la porte de l'enfer !;;Der Priester hat gute Arbeit geleistet und die Pforte zurück in die Hölle exorziert!;¡El cura hizo un buen trabajo exorcizando la puerta al infierno!;;;;;;;;;x
EVTOPTB10108;Pekelná brána byla uzavøena obìtinou!;La porte de l'enfer s'est fermée lorsque nous avons sacrifié le bétail !;;Die Höllenpforte schloss sich nach unserem Stieropfer!;¡Las puertas del infierno se cerraron tras alimentarlas con ganado!;;;;;;;;;x
EVTOPTC10108;Podaøilo se pekelnou bránu zasypat kameny!;La porte de l'enfer a été comblée avec des pierres !;;Die Höllenpforte wurde mit Felsbrocken versperrt!;¡Las puertas del infierno fueron cegadas con piedras!;;;;;;;;;x
EVTOPTD10108;Lidská obìtina uzavøela pekelnou bránu!;Il a fallu un sacrifice humain, mais la porte de l'enfer est fermée !;;Zwar bedurfte es eines Menschenopfers, aber jetzt ist die Höllenpforte geschlossen!;¡Ha costado un sacrificio humano, pero ahora las puertas del infierno están cerradas!;;;;;;;;;x
EVTNAME10109;To nefunguje!!;Ça n'a pas marché !;;Es hat nicht funktioniert!;¡No ha funcionado!;;;;;;;;;x
EVTDESC10109;Navzdory všem pokusùm pekelná brána chrlí ještì více kamení a tırané duše ještì více úpí.;Malgré nos efforts, la faille refusait obstinément de se fermer. Pire encore, les jets de pierres incandescentes et les lamentations redoublaient d'intensité.;;Trotz aller Versuche wollte sich die Kluft einfach nicht schließen und spie noch mehr glühende Steine und Klagelaute aus.;A pesar de todo, la grieta se negó tozudamente a cerrarse y vomitó aún más piedras ardientes y lamentos.;;;;;;;;;x
EVTOPTA10109;Proboha, co budeme dìlat!!!;Pour l'amour du ciel... Que vais-je faire ?;;Um Himmels willen ... was soll ich jetzt tun?;Por Dios... ¿Qué haré ahora?;;;;;;;;;x
EVTTOOLTIP10108;Mùe to fungovat;Ça pourrait marcher.;;Es könnte klappen;Podría funcionar;;;;;;;;;x
EVTTOOLTIP10109;Nebude to fungovat;Ça pourrait ne pas marcher.;;Es könnte nicht klappen;Podría no funcionar;;;;;;;;;x
EVTTOOLTIP30031;Pokusíme se promluvit s [Root.Host.GetTitledFirstName];Essayez de parler [prisoner_host.Get_au_TitledFirstName].;;Versucht mit [prisoner_host.GetTitledFirstName] zu reden;Intentar hablar con [prisoner_host.GetTitledFirstName];;;;;;;;;x
EVTTOOLTIP30032;Pošleme dopis k [Root.Spouse.GetFirstName];Envoyez une lettre à [outside_spouse.GetFirstName].;;Einen Brief an [outside_spouse.GetFirstName] schicken;Enviar una carta a [outside_spouse.GetFirstName];;;;;;;;;x
EVTTOOLTIP75032;[Root.GetTitledFirstName] má vánou rozmluvu s [This.GetTitledFirstName];[Root.Get_Le_TitledFirstName] parle sévèrement [This.Get_au_TitledFirstName].;;[Root.GetTitledFirstName] führt mit [This.GetTitledFirstName] ein ernstes Gespräch;[Root.GetTitledFirstName] reprende a [This.GetTitledFirstName];;;;;;;;;x
PROV27;Dorset;Dorset;;Dorset;Dorset;;;;;;;;;x
PROV28;Somerset;Somerset;;Somerset;Somerset;;;;;;;;;x
IS_LANDED;S titulem;A un titre;;Hat Titel;Posee tierras;;;;;;;;;x
IS_NOT_LANDED;Bez titulu;N'a pas de titre;;Hat KEINEN Titel;NO posee tierras;;;;;;;;;x
STAT_INTRIGUE_DESC;Intrikování je základní vlastnost hlavního špióna. Vysoká hodnota intrikaøení dává vìtší šance na odhalení spiknutí a pokusù o atentát.;L'intrigue est la principale compétence du maître-espion. Un niveau d'intrigue élevé améliore les chances de découverte des complots et de réussite des manigances douteuses telles que les assassinats.;;Die Intrigenfähigkeit ist die Haupteigenschaft des Hofspitzels. Ein hoher Intrigenwert erhöht die Chancen zum Aufdecken von Verschwörungen und die Erfolgswahrscheinlichkeit von hinterlistigen Aktionen wie Ermordungen.;La intriga es la principal habilidad del Jefe de espías. Una intriga elevada mejora las posibilidades de descubrir complots y realizar maniobras como asesinatos.;;;;;;;;;x
STAT_STEWARDSHIP_CHAR_DESC;Se správcovstvím §Y$VALUE$§W, §Y[GetTitledFirstName]§W je oznaèován jako $DESC$ správce. To se pak odráí na maximální velikosti tvıch drav. ;Avec une compétence en intendance de §Y$VALUE$§W, §Y[GetTitledFirstName]§W passe pour être un administrateur $DESC$. Cela affecte également la taille maximum de votre domaine.;;Bei einer Verwaltungsfähigkeit von §Y$VALUE$§W wird §Y[GetTitledFirstName]§W als $DESC$ Kämmerer angesehen.;Con una capacidad administrativa de §Y$VALUE$§W, §Y[GetTitledFirstName]§W es considerado $DESC$ [Root.GetTreasurerName]. Ello también afecta al tamaño máximo de tu heredad.;;;;;;;;;x
EVTOPTB39000;Skvìlé!;Génial !;;Ausgezeichnet!;¡Estupendo!;;;;;;;;;x
HINT_LAW_VIEW_TEXT_3;Království a císaøství mají pøístup ke zvláštní sadì zákonù zvanıch korunní práva. Tyto zákony ovlivòují všechny de jure vazaly, a to nejen ty, kteøí jsou pøímo souèástí øíše. Nicménì bezvìrci a heretikové kteøí nejsou souèástí øíše, nebudou tímto nijak ovlivnìni.;Les royaumes et les empires ont accès à un ensemble de lois spéciales appelées 'Lois de la Couronne'. Celles-ci s'appliquent à tous les vassaux de jure, et pas seulement à ceux qui appartiennent de facto au pays. Toutefois, les infidèles et les hérétiques extérieurs au pays de facto ne sont pas concernés.;;König- und Kaiserreiche haben Zugriff auf spezielle Gesetze, die Krongesetze. Diese Gesetze betreffen alle De-jure-Vasallen und nicht nur solche, die de facto zum Reich gehören. Ungläubige und Ketzer außerhalb des De-facto-Reichs sind aber nicht betroffen.;Los reinos e imperios acceden a un conjunto especial de leyes llamado Leyes de la Corona. Afectan a todos los vasallos de iure, no solo a los que forman de facto parte del reino. No obstante, los infieles y herejes de fuera del reino de facto no son afectados.;;;;;;;;;x
EVTDESC6212;Mùj soused má nejhezèí enu široko daleko, ale Jeíš praví, e závist je høích.;J'ai repéré dans mon voisinage la plus belle chute de rein de la région, mais Jésus m'a murmuré que c'était mal.;;Meine Nachbarin hat wahrscheinlich das beste Hinterteil weit und breit, aber dann flüsterte mir Jesus zu, dass dies falsch sei.;Mi vecina tiene probablemente el mejor culo del lugar, pero Jesús me susurró que eso estaba mal.;;;;;;;;;x
EVTOPTA6212;Jeíš má pravdu, toto je špatnost;Jésus a raison, c'est mal.;;Jesus hat Recht, das ist falsch;Jesús tiene razón, está mal;;;;;;;;;x
EVTDESC6213;Dlouho jsem se cítil nesvùj, jako by mi nìco chybìlo. Pak mi vnitøní hlas napovìdìl, e v mecenášství najdu smysl ivota;J'ai depuis longtemps l'impression qu'il manque quelque chose à mon esprit. Mais la voix m'a rappelé que le vrai fruit de l'esprit c'est la gentillesse.;;Viel zu lange hatte ich mich unvollständig gefühlt, als ob meinem Geist irgendetwas fehlen würde. Dann erinnerte mich die Stimme daran, dass die wahre Frucht des Geistes die Güte ist.;Llevo demasiado tiempo sintiéndome incompleto, que a mi espíritu le faltaba algo. Entonces la voz me recordó que el verdadero fruto del espíritu era la bondad. ;;;;;;;;;x
EVTOPTA6213;Budu laskavìjší;Je vais être plus genti[Root.GetLLle].;;Ich werde gütiger sein;Seré más amable;;;;;;;;;x
EVTDESC6214;Dlouhou dobu jsem byl na lidi kolem sebe velmi pøísnı. Pøitom Jeíš mì vede k pøísnosti jen na høešící lidi. Musím se zmìnit.;J'ai trop longtemps dirigé ma colère contre ceux qui ne le méritaient pas. Jésus m'a murmuré et rappelé que je devais la diriger contre les pécheurs.;;Viel zu lange habe ich jene meinen Zorn spüren lassen, die es nicht verdient hatten. Jesus flüsterte mir zu und erinnerte mich daran, dass ich ihn auf jene richten sollte, die gesündigt hatten.;Llevo demasiado tiempo haciendo pagar mi ira a quienes no lo merecen. Jesús me susurró que debería dirigirla contra quienes han pecado.;;;;;;;;;x
EVTOPTA6214;Budu správnı boí voják;Je serai un vrai soldat de Dieu.;;Ich werde Gott ein treuer Soldat sein;Seré un verdadero soldado de Dios;;;;;;;;;x
EVTDESC6215;V minulosti jsem pøíliš rychle soudil a o svıch rozhodnutích nepøemıšlel. Ale boí hlas mi napovìdìl, e musím zvaovat vìci ze všech stran.;Je me rends compte aujourd'hui que j'ai toujours jugé trop vite. La voix me rappelle que je dois veiller au bien de tous.;;Ich habe Urteile zu schnell gefällt, das weiß ich jetzt. Die Stimme erinnert mich daran, dass ich danach streben sollte, was für alle gut ist.;He sido rápido al juzgar, ahora me doy cuenta. La voz me recuerda que debería buscar lo que es bueno para todos.;;;;;;;;;x
EVTOPTA6215;A tak se také stane.;Je vais m'y efforcer.;;Das werde ich tun;Así lo haré;;;;;;;;;x
EVTDESC6216;Byl jsem pyšnı a myslel jsem, e já sám jako urozenı mohu opovrhovat slabımi a chudımi. Boí hlas mi však napovìdìl, e svım poèínáním se zpronevìøuji Boímu slovu a stavím se na roveò Boha.;Je suis fi[Root.GetErEre] et je me croyais noble parce que je rejetais tout ce qui était faible et insipide. Mais la voix m'a rappelé qu'en me vénérant moi-même, je rejetais Dieu.;;Ich bin stolz und hielt mich für edel, weshalb ich alles Schwache und Fade ablehnte. Dann erinnerte mich die Stimme daran, dass ich eigentlich Gott selbst zurückwies, wenn ich mir selbst huldigte.;Me siento orgulloso y me considero noble por rechazar todo lo débil e insulso. Entonces la voz me recordó que rechazaba a Dios al adorarme a mí mismo.;;;;;;;;;x
EVTOPTA6216;Nyní si uvìdomuji jak jsem se mılil.;C'est alors que j'ai compris que je me trompais.;;Und so erkannte ich, wie sehr ich geirrt hatte.;Entonces me di cuenta de lo equivocado que estaba.;;;;;;;;;x
EVTDESC6217;Dlouho jsem si myslel, e tuto zemi zdìdili Øekové. Pak mi ale Jeíš pøipomnìl, jak se vìci mají. e v bibli je psáno o pokoøe a ne nadutosti.;J'ai longtemps cru que les légionnaires hériteraient de la terre. Jusqu'à ce que Jésus me murmure qu'une coquille s'était glissée dans ma Bible et qu'en réalité, il s'agissait des débonnaires.;;Viel zu lange hatte ich geglaubt, dass die Griechen die Erde erben würden. Dann flüsterte mir Jesus zu, dass es nur ein Druckfehler in der Bibel sei und dass es eigentlich die Siechen heißen sollte.;Durante demasiado tiempo creí que los gansos heredarían la tierra. Entonces Jesús me susurró que solo era un error tipográfico en mi biblia y que en realidad eran los mansos.;;;;;;;;;x
EVTOPTA6217;Ano, budu ít pokornìjším ivotem.;Dans ce cas, je serai plus débonnaire.;;Dann werde ich mehr wie die Siechen sein;Entonces seré más manso;;;;;;;;;x
EVTDESC6218;Nedávno jsem zaslechl hlas Jeíšùv. Byl ustaranı z toho, e ïábel zasel nepravosti i v ekumenickıch øadách. Mìl však i dobré zprávy. Øekl, e pokud vyhledám Filipa, objasní mi skuteènou roli Marie.;Les murmures de Jésus sont plus frénétiques ces temps-ci. Il craint que les Démons de Satan aient altéré sa parole lors des différents conciles oecuméniques. Il m'a demandé de trouver la bonne nouvelle apportée par Philippe afin que je comprenne le véritable rôle de Marie.;;In letzter Zeit wurde Jesus' Flüstern immer verzweifelter. Er sorgt sich, dass Satan seine Worte durch seine Spitzel an den verschiedenen ökumenischen Räten verzerrt hat. Er hat mich gebeten, die guten Nachrichten Philipps zu suchen, damit ich die wahre Rolle Marias verstehen kann.;Jesús susurra que se ha vuelto más maniático últimamente. Le preocupa que Satán haya corrompido sus palabras mediante sus agentes en los diversos consejos ecuménicos. Me pidió que buscase las buenas noticias que trajo Filipo para que entendiese el verdadero rol de María.;;;;;;;;;x
EVTOPTA6218;Vyslyším vùli boí;Je ferai ce que me commande notre Seigneur.;;Ich werde tun, wie mir der Herr geheißen hat;Haré lo que ordena nuestro Señor;;;;;;;;;x
EVTDESC6219;Pøíliš dlouho jsem prohrával a moji nepøátele si se mnou pohrávali. Pak jsem vyslyšel hlas Jeíšùv, kterı mi øekl: 'Chval mì, a boí cesty ti budou naklonìny'.;Je me suis longtemps senti[Root.Get_E] impuissant[Root.Get_E] face à l'avancée de nos ennemis, mais dernièrement Jésus m'a promis des victoires... à condition que j'apprenne à déléguer.;;Viel zu lange habe ich mich beim Vormarsch unserer Feinde machtlos gefühlt. In letzter Zeit hat mir Jesus aber Siege versprochen, wenn ich mich nur hingebe.;Llevo demasiado tiempo sintiéndome impotente mientras nuestro enemigo avanza, pero recientemente Jesús me ha prometido victorias solo si obtengo elogios.;;;;;;;;;x
EVTOPTA6219;Nech se projeví vùle Jeíšova;Je vais me soumettre à la volonté de Dieu.;;Jesus' Wille ist mir Befehl;Como Jesús disponga;;;;;;;;;x
EVTDESC6220;Poslední dobou neslıchávám Boí rady ve vojenskıch záleitostech. Jak se bez nich obejdu?;Jésus ne me parle plus des affaires militaires. Je me sens diminué[Root.Get_E]... Qui suis-je sans le Seigneur ?;;In letzter Zeit hat sich Jesus in militärischen Belangen zurückgehalten. Ich fühle mich irgendwie geschwächt, denn wer bin ich schon ohne den Herrn?;Últimamente Jesús ha guardado silencio respecto a los asuntos militares. Me siento impotente por que no soy nadie sin el Señor.;;;;;;;;;x
EVTOPTA6220;To musí bıt trest za mé høíchy;Il me punit certainement pour mes péchés.;;Es muss eine Strafe für meine Sünden sein;Debe ser un castigo por mis pecados;;;;;;;;;x
EVTDESC6221;A pocítil jsem jak mì duch svatı naplnil. Stejnì jako apoštolové, i já jsem mohl mluvit prastarımi jazyky a jako Duch svatı se mohu vyjadøovat.;J'ai senti le Saint-Esprit entrer en moi et, comme les apôtres jadis, j'ai acquis la capacité de parler différentes langues, car le Saint-Esprit m'a donné le pouvoir de m'exprimer.;;Ich fühlte, wie der Heilige Geist von mir Besitz ergriff, und als er mir die Kraft gab, mich auszudrücken, könnte ich wie die Apostel vergangener Zeiten in den Zungen vieler Völker sprechen.;Siento que el sagrado espíritu me llena, e igual que los apóstoles de antaño podría hablar en muchas lenguas, ya que el espíritu me dio el poder de expresarme.;;;;;;;;;x
EVTOPTA6221;Problém je, e nikdo jinı nemùe;Le seul problème, c'est que personne d'autre n'en est capable.;;Das einzige Problem dabei: Niemand sonst kann das;El único problema es que nadie más puede;;;;;;;;;x
EVTDESC6222;Duch svatı mì opustil a já se nyní cítím osamocen. Nìkteøí cynici øíkají, e jsem koneènì vystøízlivìl. Tito lidé nechápou moji lásku k bohu a mé nynìjší trápení.;Le Saint-Esprit m'abandonne et je me sens diminué[Root.Get_E]. Quelques cyniques ont ri de moi en disant que j'étais enfin sobre, mais ils ignorent ce que c'est que d'aimer vraiment le Seigneur.;;Der Heilige Geist verließ mich, und ich fühlte mich geschwächt. Einige Zyniker meinten, ich wäre nun endlich wieder nüchtern, aber sie verstanden nicht, wie sich die wahre Liebe des Herrn anfühlt.;El sagrado espíritu me dejó y me sentí impotente. Algunos cínicos dijeron que por fin era sensato, pero no entienden cómo es el verdadero amor del Señor.;;;;;;;;;x
EVTOPTA6222;Jsem smutnı;Je suis triste. ;;Ich bin betrübt.;Estoy triste. ;;;;;;;;;x
LOADING_TIP_34;Tvoji èlenové rady nemohou zároveò vést jednotky a vykonávat mise v hrabstvích.;Vos conseillers ne peuvent pas à la fois mener des troupes et effectuer leurs missions dans les comtés.;;Eure Räte können nicht gleichzeitig Truppen befehligen und Aufträge in Grafschaften ausführen.;Tus consejeros no pueden liderar tropas y realizar misiones en condados.;;;;;;;;;x
LOADING_TIP_35;Pozor na Mongolské hordy...;Attention aux hordes mongoles...;;Hütet Euch vor den mongolischen Horden ...;Cuidado con las hordas mongolas...;;;;;;;;;x
LOADING_TIP_36;Pokud nemáš špeha, nemùeš rozkrıvat spiknutí.;Si vous n'avez pas de maître-espion, il vous sera impossible de découvrir des complots.;;Wenn Ihr keinen Hofspitzel habt, könnt Ihr keine Verschwörungen aufdecken.;Si no tienes Jefe de espías no puedes descubrir complots.;;;;;;;;;x
LOADING_TIP_37;Nìkdy je i nejzkušenìjší èlen rady také nepøítel. Poèínej si opatrnì.;Parfois, le plus talentueux des conseillers est aussi un ennemi. Prudence !;;Manchmal ist der fähigste Berater auch ein Feind. Handelt mit Vorsicht.;A veces el consejero más capaz es también un enemigo. Ve con cuidado.;;;;;;;;;x
LOADING_TIP_38;Lepších vısledkù pøi spiknutí proti svému lennímu pánovi dosáhneš, pokud jsi dvorním špehem.;En cas de complot contre votre seigneur lige, vous obtiendrez de meilleurs résultats si vous êtes le maître-espion.;;Seid Ihr der Hofspitzel, so haben Eure Verschwörungen gegen Euren Lehnsherrn bessere Erfolgschancen.;Lograrás mejores resultados conspirando contra tu señor si eres el Jefe de espías.;;;;;;;;;x
LOADING_TIP_39;Vyuívej svého primase ke konvertování víry v hrabstvích a tvıch vazalù.;Utilisez votre chapelain pour convertir les comtés et les vassaux à une nouvelle religion.;;Konvertiert Eure Grafschaften und Vasallen mit Hilfe Eures Hofkaplans;Usa a tu Capellán de la corte para mudar la religión de condados y vasallos.;;;;;;;;;x
LOADING_TIP_40;Všechny tvé dìti budou mít nároky na tvé tituly.;Tous vos enfants revendiqueront vos titres.;;All Eure Kinder erhalten Ansprüche auf Eure Titel.;Todos tus hijos tendrán reclamaciones sobre tus títulos.;;;;;;;;;x
LOADING_TIP_41;Deleguj. Menší skupina pøímıch vazalù se dá lépe ovládat.;Déléguez. Un petit groupe de vassaux directs est plus facile à contrôler.;;Delegieren könnte ein Mittel sein, um das Reich zusammenzuhalten. Denn eine kleinere Gruppe direkter Vasallen ist einfacher zu kontrollieren.;Delega. Un grupo más pequeño de vasallos directos es más fácil de controlar.;;;;;;;;;x
LOADING_TIP_42;Spojenci mohou odmítnout podílet se na válce proti nìkomu, koho mají radìji ne tebe.;Vos alliés risquent de refuser de participer à une guerre contre quelqu'un qu'ils aiment bien.;;Verbündete könnten die Teilnahme an einem Krieg gegen jemand verweigern, den sie mehr mögen als Euch.;Los aliados podrían negarse a participar en una guerra contra alguien que les guste más que tú.;;;;;;;;;x
LOADING_TIP_43;Mùeš stavìt vylepšení také v dravách tvıch pøímıch vazalù.;Vous pouvez aussi construire des améliorations dans les propriétés de vos vassaux directs.;;In den Besitztümern Eurer direkten Vasallen könnt Ihr ebenfalls Verbesserungen bauen.;También puedes construir mejoras en las posesiones de tus vasallos directos.;;;;;;;;;x
LOADING_TIP_44;Dìti obvykle získávají stejné charakterové rysy a dovednosti, jaké mají jejich poruèníci.;Les enfants ont tendance à hériter des traits et des compétences de leur tuteur.;;Kinder tendieren dazu, die gleichen Fähigkeiten und Eigenschaften wie die ihnen zugeteilten Vormünder zu erlangen.;Los niños tienden a adquirir los rasgos y habilidades de su tutor asignado.;;;;;;;;;x
LOADING_TIP_45;Køíové vıpravy mají jen køesané, muslimové mají dihád.;Les chrétiens ont les croisades et les musulmans le djihad.;;Was den Christen ihre Kreuzzüge sind, ist der Dschihad den Muslimen.;Igual que los cristianos tienen cruzadas, los musulmanes tienen yihad.;;;;;;;;;x
LOADING_TIP_46;Šlechtici se zajímají pøedevším o presti, náboenští vùdci zase o zbonost. Ale všichni se zajímají o zlato.;Les nobles s'intéressent au prestige, les chefs religieux s'intéressent à la piété et tout le monde s'intéresse à l'or.;;Edelleute finden Prestige wichtig, religiöse Oberhäupter Pietät, aber alle interessieren sich für Gold.;Los nobles se interesan por el prestigio. Los líderes religiosos se interesan por la piedad. Todos se interesan por el oro.;;;;;;;;;x
LOADING_TIP_47;Pokud vzdoropape sesadí vládnoucího papee, stane se novım papeem.;Si un antipape détrône le pape régnant, il devient le nouveau pape.;;Wenn ein Gegenpapst den amtierenden Papst stürzt, wird er selbst der neue Papst.;Si un antipapa derroca al papa reinante, aquel se convierte en el nuevo papa.;;;;;;;;;x
DYNTREE_INFO_TT;Rodokmen;Légende de l'arbre;;Baumlegende;Leyenda del árbol;;;;;;;;;x
LEDGER_TOME;Ji zaplatil;Impôt perçu;;An mich gezahlt;Me han pagado;;;;;;;;;x
HAS_NOT_SIEGE;Není obléhán;N'est pas assiégé;;Wird NICHT belagert;NO está bajo asedio;;;;;;;;;x
HAS_SIEGE;Je obléhán;Est assiégé;;Wird belagert;Está bajo asedio;;;;;;;;;x
EVTOPTA162;[Root.Religion.GetRandomGodNameCap] pøivítá moji duši!;[Root.Religion.GetRandomGodNameCap], veuillez accueillir mon âme !;;[Root.Religion.GetRandomGodNameCap], begrüße meine Seele!;¡Que [Root.Religion.GetRandomGodNameCap] acoja mi alma!;;;;;;;;;x
EVTOPTA151;[Root.Religion.GetRandomGodNameCap] mì chraò!;Que [Root.Religion.GetRandomGodName] me garde !;;[Root.Religion.GetRandomGodNameCap], schütze mich!;¡[Root.Religion.GetRandomGodNameCap] me protege!;;;;;;;;;x
EVTOPTA154;[Root.Religion.GetRandomGodNameCap] ho zatra!;Que [Root.Religion.GetRandomGodName] maudisse son nom !;;[Root.Religion.GetRandomGodNameCap], verfluche [From.GetPossPronoun] Namen!;¡Que [Root.Religion.GetRandomGodNameCap] le maldiga!;;;;;;;;;x
EVTOPTA39026;[Root.Religion.GetRandomGodNameCap] budi pochválen!;Que [Root.Religion.GetRandomGodName] soit loué !;;[Root.Religion.GetRandomGodNameCap] sei gepriesen!;¡Alabado sea [Root.Religion.GetRandomGodNameCap]!;;;;;;;;;x
EVTOPTA50008;[Root.Religion.GetRandomGodNameCap] se slituje...;Que [Root.Religion.GetRandomGodName] ait pitié de moi...;;[Root.Religion.GetRandomGodNameCap], sei gnädig ...;Que [Root.Religion.GetRandomGodNameCap] se apiade...;;;;;;;;;x
EVTOPTD2100;[Root.Religion.GetRandomGodNameCap] ho vyléèí z jeho høíchù!;[Root.Religion.GetRandomGodNameCap] guérira l'enfant de ce péché !;;[Root.Religion.GetRandomGodNameCap] wird [From.GetHerHis]e Sünde vergeben!;¡[Root.Religion.GetRandomGodNameCap] le curará de su pecado!;;;;;;;;;x
EVTOPTD2020;[Root.Religion.GetRandomGodNameCap] ho ochrání od cesty do pekla!!!;[Root.Religion.GetRandomGodNameCap] [From.GetLeLa] sauvera de l'enfer !!!;;[Root.Religion.GetRandomGodNameCap] wird [From.GetHerHim] vor der Hölle retten!!!;¡[Root.Religion.GetRandomGodNameCap] le salvará del infierno!;;;;;;;;;x
