#CODE;ENGLISH;FRENCH;;GERMAN;SPANISH;;;;;;;;;x
opinion_beheaded_dynasty_member;Štít èlena mého rodu!;A décapité un membre de ma dynastie ! ;;Ein Angehöriger meiner Dynastie geköpft!;¡Un miembro de mi dinastía ha sido decapitado!;;;;;;;;;x
love_poem;Miluji poezii;Poème d'amour;;Liebesgedicht;Poema de amor;;;;;;;;;x
beautiful_flower;Nádherná kvìtina;Fleur magnifique;;Wunderschöne Blume;Bella flor;;;;;;;;;x
precious_item;Vzácnı pøedmìt;Objet précieux;;Wertvolles Objekt;Artículo precioso;;;;;;;;;x
EVTDESC64055;Mé dítì se oèividnì zakoukalo do jednoho z dvoøanù a následuje ho na kadém kroku.;Mon enfant semble épris d'un membre de la Cour et suit cette personne partout.;;Mein Kind ist wohl vernarrt in ein Mitglied des Hofstaats und folgt dieser Person auf Schritt und Tritt.;Mi hijo tiene todos los síntomas de estar enamorado de un miembro de la corte y sigue a la persona en cuestión a todas partes.;;;;;;;;;x
EVTOPTA64055;Ó, jak rozkošné...;Oh, que c'est mignon...;;Ach, wie entzückend ...;Uy, que dulce...;;;;;;;;;x
EVTOPTB64055;Snad to pøejde;Ça va peut-être lui passer;;Vielleicht ist es nur eine Phase;Puede que se le pase;;;;;;;;;x
EVTOPTC64055;Postarejte se, aby se u nikdy nesetkali;Les séparer;;Sie müssen getrennt werden;Separadlos;;;;;;;;;x
EVTDESC64060;Má láska je v manelství a mì nièí myšlenka, e ji nikdy nepojmu za svou. Jak krutá umí bıt láska!;[lover.GetLLaCap][lover.GetManWoman] que j'aime est marié[lover.Get_E] et mon âme saigne de ne pouvoir l'épouser. Oh, que l'amour peut être cruel !;;Mein Schatz gehört zu [Root.Geteinemeiner] anderen [Root.GetManWoman]. Weh mir - ich werde [lover.GetHerHim] niemals heiraten! Oh, wie grausam das Spiel der Liebe ist ...;Mi amor está casado con otro [Root.GetManWoman] y mi alma sufre porque yo nunca podré casarme con [lover.GetHerHim]. ¡Qué cruel es el amor!;;;;;;;;;x
EVTOPTA64060;Napíši o svém alu báseò;Je vais mettre ma douleur sur papier;;Ich werde mein Leid in einem Gedicht verarbeiten;Escribiré un poema sobre mi dolor;;;;;;;;;x
EVTOPTB64060;Víno vyléèí všechny bolesti;Le vin soulagera ma peine;;Wein wird meine Schmerzen lindern;El vino curará mis males;;;;;;;;;x
EVTOPTC64060;Modlitby mi poskytnou útìchu;Dans la prière je trouverai refuge;;Es ist an der Zeit für ein Gebet;Buscaré ayuda en la oración;;;;;;;;;x
EVTOPTD64060;Je vdaná, mìl bych na ni zapomenout;[lover.GetIlElleCap] est marié[lover.Get_E], je devrais l'oublier;;[lover.GetSheHeCap] ist verheiratet. Kein weiterer Gedanke mehr an [lover.GetHerHim]!;[lover.GetSheHeCap] se ha casado, debería olvidar[lover.GetHerHim];;;;;;;;;x
EVTDESC38286;Piju, abych zapomnìl a nic si nepamatoval. Stal se ze mì pijan.;J'ai besoin de boire pour oublier...;;Ich trinke, bis mein Kummer vergessen ist. So habe ich die Eigenschaft §YTrunkenbold§! erworben.;Bebo para olvidar mis problemas por completo. He adquirido la cualidad de Borracho.;;;;;;;;;x
#EVTDESC64065;The unsatisfying relationship with a married [Root.GetManWomanOpp] is really becoming irksome. I wish I could love [Root.GetHerHimOpp] openly, without fearing everyone's scorn...;Une relation avec une personne mariée est vraiment frustrante. J'aimerais pouvoir l'aimer au grand jour, sans craindre le mépris d'autrui...;;Diese unerfüllte Verbindung mit [Root.GeteinemeinerOpp] verheirateten [Root.GetManWomanOpp] wird zu einer echten Belastung. Könnte ich doch nur ganz offen zu meiner Liebe für [Root.GetHerHimOpp] stehen, ohne das Gesicht zu verlieren ...;Mi relación poco satisfactoria con [Root.GetManWomanOpp] casado(a) se está volviendo irritante. Ojalá pudiera amar[Root.GetHerHimOpp] abiertamente, sin temer el desprecio de todos...;;;;;;;;;x
EVTOPTA64065;A tak to konèí...;Ainsi finit cette histoire...;;Das ist also das Ende ...;Y así termina...;;;;;;;;;x
EVTOPTB64065;Snad by to mohlo fungovat...;Cela peut peut-être encore marcher;;Vielleicht kann es trotzdem funktionieren ...;Puede que aún funcione…;;;;;;;;;x
EVTOPTC64065;Ne, to bude fungovat!;Non, il faut que ça marche !;;Es wird mir gelingen!;¡No! ¡Haré que funcione!;;;;;;;;;x
#EVTDESC64070;Seeing another [Root.GetManWomanOpp] behind my spouse's back is becoming quite troublesome for me, the lies tear at my soul and my longing to be with my lover is almost too much.;Voir une autre personne en cachette de celle à qui je suis marié devient de plus en plus pesant, les mensonges me déchirent et mon désir d'être auprès de cet amour secret me ronge.;;Diese klammheimlichen Treffen mit [Root.GeteinemeinerOpp] anderen [Root.GetManWomanOpp] werden immer beschwerlicher. All der Lug und Trug peinigt meine Seele, und das Verlangen nach meiner wahren Liebe ist beinahe unerträglich.;Ver a otro(a) [Root.GetManWomanOpp] a espaldas de mi cónyuge se está convirtiendo en problemático para mi, las mentiras pesan sobre mi alma y la espera para estar con mi amante es demasiado larga.;;;;;;;;;x
EVTOPTA64070;Je èas ukonèit takové zálety a usadit se;Il est temps de mettre un terme à cette relation;;Es wird Zeit, von solcher Techtelmechtelei abzulassen und beständig zu werden;Es hora de acabar con los romances y establecerse;;;;;;;;;x
EVTOPTB64070;Pokud si budu dávat pozor nic se nemùe stát;Cela peut toujours marcher si j'y mets un peu du mien;;Etwas mehr Einsatz, und es kann funktionieren;Funcionará si me esfuerzo un poco más;;;;;;;;;x
EVTOPTC64070;Má manelka mì nezajímá;Peu importe mon mariage;;Meine offizielle Partnerschaft bedeutet mir nichts;No me importa mi cónyuge;;;;;;;;;x
EVTDESC64075;Máme s milenkou v plánu nìco mimoøádného, ale má manelka trvá na svıch plánech. Kdo je dùleitìjší, má milenka nebo má ena?;Je prévois une petite surprise pour ma maîtresse, mais ma femme insiste pour que je passe un moment avec elle. Qui m'est la plus importante, ma femme ou ma maîtresse ?;;Ich habe ein besonderes Stelldichein mit meinem Schatz geplant, doch meine Gemahlin hat andere Pläne. Wer ist mir da wichtiger - meine Geliebte, oder mein Eheweib?;Estoy planeando una ocasión especial con mi amante, pero mi esposa tiene otros planes. ¿Quién me importa más, mi amante o mi esposa? ;;;;;;;;;x
EVTOPTA64075;Nedbat manelèinıch plánù a jít za milenkou;Délaisser ma femme et rendre visite à ma maîtresse;;Mein Eheweib ignorieren und meine Geliebte besuchen;Ignorar a mi mujer e ir a visitar a mi amante;;;;;;;;;x
EVTOPTB64075;Uspoøádat ples a pozvat milenku;Organiser un bal et inviter ma maîtresse;;Einen Ball veranstalten und meine Geliebte einladen;Organizar un baile e invitar a mi amante;;;;;;;;;x
EVTTOOLTIP64076;Tvá cho [This.GetFirstName] potkala na plese tvou milenku a dozvìdìla se o vašem cizoloství;Votre femme, [This.Get_le_TitledFirstName], a rencontré votre maîtresse au bal et a tout découvert de votre infidélité;;Deine Gemahlin [This.GetFirstName] trifft deine Geliebte auf dem Ball und erfährt so von deiner Untreue;Tu esposa [This.GetTitledFirstName] se encuentra con tu amante en el baile y se entera de tu relación adúltera;;;;;;;;;x
EVTOPTC64075;Strávit nìjakı èas s manelkou;Passer du temps avec ma femme;;Zeit mit meiner Gemahlin verbringen;Pasar el tiempo con mi esposa en su lugar;;;;;;;;;x
EVTTOOLTIP64045;Okouzlení tvou milenkou vyprchalo;Vous avez perdu l'amour que vous portiez à votre maîtresse;;Das romantische Verlangen nach deiner Geliebten ist erloschen;Has perdido el sentimiento amoroso por tu amante;;;;;;;;;x
EVTDESC64076;Velice mì potìšilo, e [From.GetFirstName] uspoøádal ples a pozval všechny mé pøátele na noc, na kterou nikdo nikdy nezapomene. Ples byl úasnı a do chvíle, kdy jsem potkala jeho milenku.;J'étais heureuse de voir [From.GetFirstName] organiser un bal et inviter tous mes amis pour une soirée inoubliable. Le bal était merveilleux, jusqu'à ce que je rencontre la maîtresse de mon mari [From.GetFirstName].;;Ich war entzückt, dass [From.GetFirstName] einen Ball veranstalten wollte. Ich lud all meine Freunde ein, weil es eine unvergesslich schöne Nacht werden sollte. Der Ball war hinreißend - bis ich die Liebhaberin meines Gemahlen [From.GetFirstName] traf!;Me emocionó que [From.GetFirstName] quisiera organizar un baile e invité a todos mis a amigos a una noche inolvidable. El baile era maravilloso, hasta que me encontré con la amante de mi marido [From.GetFirstName].;;;;;;;;;x
EVTOPTA64076;Jak mi to mohl udìlat?;Comment a-t-il pu me faire ça ?;;Wie konnte [From.GetSheHe] mir das nur antun?;¿Cómo es posible que [From.GetSheHe] me haga esto?;;;;;;;;;x
EVTTOOLTIP64077;[Root.GetTitledFirstName] nenávidí [This.GetTitledFirstName] za to, koho pozval na ples.;[Root.Get_Le_TitledFirstName] déteste [This.Get_le_TitledFirstName] pour avoir invité l'être aimé au bal;;[Root.GetTitledFirstName] hasst [This.GetTitledFirstName], weil [This.GetSheHe] die falsche Person auf den Ball einlud;[Root.GetTitledFirstName] odia a [This.GetTitledFirstName] por a quién ha invitado [This.GetSheHe] al baile;;;;;;;;;x
EVTDESC64077;Má ena [From.GetTitledFirstName] ke mì pøistoupila, vlepila mi facku a odešla z plesu. Má milenka vybìhla za ní a vìnovala mi pohled, kterı nevìstil nic dobrého. Má milenka a má cho [From.GetFirstName] se pøedtím setkaly a manelka se dozvìdìla vše o mém poklesku.;Ma femme, [From.Get_le_TitledFirstName], m'a giflé et a quitté le bal. Ma maîtresse l'a suivie me lançant un regard annonciateur de tempête. Ma femme [From.GetFirstName] et ma maîtresse ont fait connaissance et ma femme a découvert mon infidélité.;;Meine Gemahlin [From.GetTitledFirstName] kam auf mich zu, gab mir eine Ohrfeige und verließ den Ball. Meine Geliebte verfolgte sie, und warf mir einen verheißungsvollen Blick zu. Mein Eheweib [From.GetFirstName] und meine Geliebte waren sich begegnet, und mein Ehebruch war kein Geheimnis mehr.;Mi esposa [From.GetTitledFirstName] vino hacia mí, me abofeteó y abandonó el baile. Mi amante vino corriendo tras ella. Su mirada indicaba complicaciones. Mi esposa [From.GetFirstName] y mi amante se habían encontrado y ahora mi esposa sabía de nuestra relación adúltera.;;;;;;;;;x
EVTOPTA64077;A nyní mì za to nenávidí;Et maintenant, elle me déteste;;Und nun hasst sie mich;Y ahora ella me odia;;;;;;;;;x
EVTDESC64080;Má ena se uchılila do kláštera, aby si utøídila myšlenky a našla ztracenı klid, moná dokonce i Boha.;Ma femme s'est retirée au couvent pour un moment pour réfléchir et trouver la paix, et peut-être même Dieu.;;Meine Gemahlin hat sich für eine Weile ins Kloster zurückgezogen, um sich zu sammeln und zu erholen. Womöglich findet sie sogar zu Gott.;Mi esposa se ha retirado a un convento durante un corto período, a fin de poner sus pensamientos en orden y obtener algo de paz, puede que incluso encuentre a Dios.;;;;;;;;;x
EVTOPTA64080;Vynikající pøíleitost strávit nìjakı èas s milenkou!;Une occasion rêvée pour passer du temps avec ma maîtresse !;;Eine gute Gelegenheit, meine Gespielin zu treffen!;¡Una ocasión perfecta para pasar un rato con mi amante!;;;;;;;;;x
EVTOPTB64080;Bıt velice nenápadnı pøi schùzkách s milenkou;Voir en secret ma maîtresse;;Die Geliebte treffen, aber Diskretion wahren;Ser discreto al pasar tiempo con mi amante;;;;;;;;;x
EVTOPTC64080;Setkat se s milenkou jen pøi bìnıch událostech;Ne voir ma maîtresse qu'en toute amitié;;Ein platonisches Treffen mit meiner Geliebten;Ver a mi amante solo como amiga;;;;;;;;;x
EVTOPTD64080;Radši se budu vìnovat práci;Passer du temps à travailler;;Stattdessen Arbeit erledigen;Pasar el tiempo trabajando;;;;;;;;;x
#EVTDESC64085;I love [Root.GetHerHimOpp] and [Root.GetSheHeOpp] loves me, we are both adults and nothing or nobody will stop us getting married!;J'aime cette personne et elle me le rend bien, nous sommes tous deux adultes et rien ni personne ne nous empêchera de nous marier !;;Ich liebe [Root.GetHerHimOpp] und [Root.GetSheHeOpp] liebt mich, wir beide sind erwachsen. Nichts und niemand wird unserer Hochzeit im Weg stehen!;¡Yo [Root.GetHerHimOpp] amo y [Root.GetSheHeOpp] me ama, ambos somos adultos y nada ni nadie podrá evitar que nos casemos!;;;;;;;;;x
EVTOPTA64085;Prchneme a vezmeme se;Nous prenons la fuite et nous nous marions;;Wir brennen durch, um zu heiraten;Nos escapamos juntos para casarnos;;;;;;;;;x
EVTTOOLTIP64086;Náš útìk vzbudil pozornost u [This.GetTitledFirstName];Notre fuite a alerté [This.Get_le_TitledFirstName];;[This.GetTitledFirstName] hat unseren Fluchtversuch bemerkt;Nuestra huida llamó la atención de [This.GetTitledFirstName];;;;;;;;;x
EVTDESC64086;Dva lidi uprchli a potají uzavøeli manelství, bez jakéhokoliv souhlasu, krom svého vlastního. Na mì, jako jejich pánovi je, abych s tím nìco udìlal.;Deux personnes se sont enfuies puis mariées sans consentement hormis le leur et, en tant que leur [Root.GetLordLady] lige, il me revient d'accepter ou de sanctionner ce mariage.;;Ein Liebespaar, das durchbrennt, um zu heiraten - ganz ohne die Meinung anderer zu berücksichtigen ... Nun obliegt es mir als ihrem Lehnsherrn, die Hochzeit entweder zu gewähren oder einzugreifen.;Dos personas se fugaron y casaron sin el consentimiento de nadie, excepto el suyo propio, y me corresponde a mí, su señor, aceptarla boda o hacer algo al respecto.;;;;;;;;;x
EVTOPTA64086;Nechat je zadret;Ordonner leur arrestation;;Ergreift sie!;Ordenar su captura;;;;;;;;;x
EVTTOOLTIP64087;Uprchlíci byli zadreni a uvìznìni;Les fugitifs sont attrapés et emprisonnés;;Die Ausreißer werden festgesetzt und eingesperrt;Los amantes fugados son atrapados y encarcelados;;;;;;;;;x
EVTTOOLTIP64088;Uprchlíci byli zadreni a vyhoštìni;Les fugitifs sont attrapés et bannis;;Die Ausreißer werden festgesetzt und verbannt;Los amantes fugados son atrapados y desterrados;;;;;;;;;x
EVTOPTB64086;Posvìtit jejich svazek;Accepter leur mariage;;Die Hochzeit akzeptieren;Aceptar su boda;;;;;;;;;x
EVTDESC64087;[From.GetTitledFirstName] s naším svazkem nesouhlasil a nyní se má [Root.Spouse.GetFirstName] i já nacházíme v jeho vìzení.;[From.Get_Le_TitledFirstName] n'a pas pu accepter notre mariage. [Root.Spouse.GetFirstName] et moi nous retrouvons désormais dans la prison [From.Get_du_TitledFirstName].;;[From.GetTitledFirstName] konnte die Eheschließung nicht zulassen, und jetzt bin ich mit [Root.Spouse.GetFirstName] im Gefängnis von [From.GetTitledFirstName] gelandet.;[From.GetTitledFirstName] no pudo aceptar nuestra boda y ahora mi [Root.Spouse.GetFirstName] y yo nos hallamos en la prisión de [From.GetTitledFirstName].;;;;;;;;;x
EVTOPTA64087;Proklínám tì, [From.GetTitledFirstName]!;Soyez maudit[From.Get_E], [From.GetTitledFirstName] !;;Verflucht seist du, [From.GetTitledFirstName]!;¡Yo te maldigo, [From.GetTitledFirstName]!;;;;;;;;;x
EVTDESC64088;Na moment jsem litoval útìku s [Root.Spouse.GetTitledFirstName], protoe nás za nìj nechal [From.GetTitledFirstName] vyhostit. Ale øíká se, e láska hory pøenáší a pøinejmenším v tom nejsem sám, má [Root.Spouse.GetFirstName] mi stojí po boku.;Je regrette presque d'avoir fui avec [Root.Spouse.Get_le_TitledFirstName], cela nous a valu d'être bannis par [From.Get_le_TitledFirstName]. Mais on dit que l'amour est plus fort que tout, heureusement, j'ai [Root.Spouse.GetFirstName] avec moi pour porter ce fardeau.;;Fast bereue ich die Flucht mit [Root.Spouse.GetTitledFirstName], denn dies ist der Grund, dass [From.GetTitledFirstName] uns verbannte. Aber es heißt schließlich, nichts auf der Welt sei stärker als die Liebe... und wenigstens habe ich [Root.Spouse.GetFirstName] in diesem Unglück an meiner Seite.;Casi me arrepiento de escaparme con [Root.Spouse.GetTitledFirstName]. Debido a ello, [From.GetTitledFirstName] nos desterró. Dicen que el amor todo lo puede y al menos tengo a [Root.Spouse.GetFirstName] conmigo en mi desgracia.;;;;;;;;;x
EVTOPTA64088;Vyhostit nás za to, e jsme se vzali? To je i na tebe ubohé!;Nous bannir à cause de notre mariage ? C'est d'une bassesse !;;Wir werden ob unserer Eheschließung verbannt? Ein schäbiger Zug, selbst für Euch.;¿Desterrarnos por habernos casado? ¡Eso es bajo incluso para vos!;;;;;;;;;x
EVTDESC64090;[Root.Spouse.GetFirstName] a já jsme touili po dítìti, ale zatím jsem nebyla ádnım obdaøena. Co dìláme špatnì?;[Root.Spouse.GetFirstName] et moi voulons tous deux des enfants, mais nous n'avons toujours pas réussi à en avoir. Qu'est-ce qui ne va pas ?;;[Root.Spouse.GetFirstName] und ich, wir beide möchten Kinder haben, doch bisher hatten wir keinen Erfolg. Was machen wir falsch?;Ambos queremos tener hijos, [Root.Spouse.GetFirstName] y yo, pero no hemos sido bendecidos con ninguno aún. ¿Qué estamos haciendo mal?;;;;;;;;;x
EVTOPTA64090;Prosit o pomoc Boha;Puisse [Root.Religion.GetRandomGodName] nous aider à arranger ce mariage stérile;;Fragt [Root.Religion.GetRandomGodName] um Hilfe für die kinderlose Ehe;Pedir ayuda a [Root.Religion.GetRandomGodName] para nuestro matrimonio sin hijos;;;;;;;;;x
EVTOPTB64090;Pracovat na tom s [Root.Spouse.GetTitledFirstName] kadou noc;Rejoindre [Root.Spouse.Get_le_TitledFirstName] toutes les nuits;;Jede Nacht mit [Root.Spouse.GetTitledFirstName] treffen;Ver a [Root.Spouse.GetTitledFirstName] cada noche;;;;;;;;;x
EVTDESC64100;Hroznì jsme se s manelkou, jí je [Root.Spouse.GetFirstName], pohádali. Hùøe, ne kdykoli pøedtím. Má milenka by mi ráda poskytla útìchu a mì by se teï nìjaké rozptılení sakra hodilo.;Je me suis violemment disputé avec ma femme [Root.Spouse.GetFirstName], la pire des disputes que j'ai jamais eues avec elle. Ma maîtresse souhaite me consoler, et j'en aurais vraiment besoin en ce moment.;;Es gab eine Auseinandersetzung mit meiner Gemahlin [Root.Spouse.GetFirstName] - schlimmer als je zuvor. Meine Geliebte will mir Trost spenden, und den könnte ich jetzt wirklich gut gebrauchen.;Tuve una dura pelea con mi esposa [Root.Spouse.GetFirstName], peor que cualquiera de las anteriores. Mi amante desea reconfortarme y realmente me serviría algo de complacencia en este momento.;;;;;;;;;x
EVTOPTA64100;Uchılit se na nìjakı èas na venkovské sídlo s mou milenkou;Faire une escapade dans mon manoir en province avec ma maîtresse;;Die Geliebte auf mein Landhaus mitnehmen;Retirarme a la casa rural con mi amante durante una temporada;;;;;;;;;x
EVTOPTB64100;Má milenka pøeci mùe zùstat na zámku;Inviter ma maîtresse au château;;Meine Geliebte kann mich auf dem Schloss besuchen;Acoger a mi amante en mi castillo;;;;;;;;;x
EVTTOOLTIP64102;Tvé cizoloství bylo tvou manelkou [This.GetTitledFirstName] odhaleno;Votre femme, [This.Get_le_TitledFirstName], a découvert votre relation adultère;;Dein außerehelicher Seitensprung wurde von deiner Gemahlin [This.GetTitledFirstName] bemerkt;Tu romance adúltero ha sido descubierto por tu esposa [This.GetTitledFirstName];;;;;;;;;x
EVTOPTC64100;Nejsem dítì, ádnou útìchu nepotøebuji!;Je suis fort, je n'ai pas besoin qu'on me console !;;Ich bin stark und brauche keinen Trost!;Soy fuerte, ¡no necesito complacencia!;;;;;;;;;x
EVTDESC64101;Útìcha, kterou mi má milenka poskytla, skonèila jejím tìhotenstvím!;La 'consolation' de ma maîtresse l'a rendue enceinte !;;Meine Geliebte ist beim Trösten versehentlich schwanger geworden!;¡La 'complacencia' que me ofreció mi amante ha hecho que se quede embarazada!;;;;;;;;;x
EVTOPTA64101;Jak skvìlé!;Merveilleux !;;Wie wunderbar!;¡Maravilloso!;;;;;;;;;x
EVTDESC64102;Stále rozhnìvaná po plamenné hádce s [From.GetTitledFirstName] jsem ho zahlédla, jak líbá jinou enu a ruku v ruce s ní odchází nìkam do soukromí.;Suite à ma violente dispute avec [From.Get_le_TitledFirstName], je l'ai vu embrasser une autre femme dans le jardin et la prendre par la main pour aller dans un endroit plus intime, j'en suis sure.;;Ich war immer noch erzürnt von der Auseinandersetzung mit [From.GetTitledFirstName], da sah ich [From.GetHerHim] im Garten, wie er eine Fremde küsste und bei der Hand nahm. Bestimmt hat er sie fortgeführt zu einer intimeren Umgebung ...;Aún furiosa de rabia con [From.GetTitledFirstName], [From.GetHerHim] vi besar a otra mujer en el jardín y luego tomarla de la mano en dirección a un lugar más privado, estoy segura.;;;;;;;;;x
EVTOPTA64102;Nenávidím ho!;Je le déteste !;;Ich hasse ihn!;¡Le odio!;;;;;;;;;x
EVTDESC64105;Neustále hádky s [From.GetTitledFirstName] a jeho nevìrné zálety mì rozzlobily na nejvyšší monou míru. Pokud jsem ho kdy milovala, tak ta láska zmizela s jeho posledním podvodem.;Mes disputes incessantes avec [From.Get_le_TitledFirstName] et ses tromperies m'ont rendues totalement folle. Si je l'ai aimé jadis, cet amour a disparu avec sa dernière infidélité.;;Von der ständigen Streiterei mit [From.GetTitledFirstName] und den außerehelichen Affären habe ich jetzt genug. Wenn ich [From.GetHerHim] jemals liebte, so ist das mit diesem letzten Betrug jetzt endgültig vorbei.;Las constantes discusiones con [From.GetTitledFirstName] y sus aventuras adúlteras me han llevado a un punto final. Si alguna vez [From.GetHerHim] amé, ese amor se ha ido con esta última traición.;;;;;;;;;x
EVTOPTA64105;Nesnáším, ne - nenávidím [From.GetTitledFirstName];J'exècre, non, je hais [From.Get_le_TitledFirstName];;Ich hasse - nein - ich verabscheue [From.GetTitledFirstName];Detesto a [From.GetTitledFirstName], es más, le odio.;;;;;;;;;x
EVTTOOLTIP64105;se rozchází se svou manelkou [This.Spouse.GetTitledFirstName];a rompu avec son épouse, [This.Spouse.Get_le_TitledFirstName];;verkracht sich mit [This.GetHerHis]em Ehepartner [This.Spouse.GetTitledFirstName];se encuentra con [This.GetHerHis] cónyuge [This.Spouse.GetTitledFirstName];;;;;;;;;x
EVTDESC64110;Bez ohledu na to, jak opatrnı jsem se svou milenkou byl, má ena [Root.Spouse.GetFirstName] pøesto pojala podezøení. Myslím, e jsem to s tou nenápadností pøehnal...;Malgré toute la discrétion dont j'ai fait preuve au sujet de ma relation sentimentale, [Root.Spouse.GetFirstName] a de plus en plus de soupçons. Ma discrétion excessive en est sûrement la cause...;;Ich habe mich um Diskretion mit meiner Affäre bemüht, aber [Root.Spouse.GetFirstName] schöpft dennoch Verdacht. Vielleicht habe ich zu angestrengt versucht, mich unauffällig zu verhalten ...;No importa lo discreto que trate de ser con mi amante, mi [Root.Spouse.GetFirstName] siempre acaba sospechando de mi comportamiento. Creo que he tratado demasiado de pasar desapercibido.;;;;;;;;;x
EVTOPTA64110;Øeknìte jí, e to není její starost;Disons-lui de se mêler de ses affaires;;Ich sage, dass es nicht [Root.Spouse.GetHerHis]e Sache ist;Decirle [Root.Spouse.GetHerHim] que no es de [Root.Spouse.GetHerHis] incumbencia;;;;;;;;;x
EVTOPTB64110;Øeknìte jí, e mám na práci dùleitìjší vìci;Disons-lui que nous sommes sur une affaire très importante;;Ich sage, dass ich mit Wichtigerem beschäftigt bin.;Decirle [Root.Spouse.GetHerHim] que gestionas asuntos importantes;;;;;;;;;x
EVTOPTC64110;Dám jí falešnı slib, e si udìlám víc èasu;Faisons la fausse promesse de passer plus de temps en sa compagnie;;Ich mache leere Versprechungen von mehr gemeinsamer Zeit.;Prometerle [Root.Spouse.GetHerHim]  en vano que le dedicaré más tiempo;;;;;;;;;x
EVTOPTD64110;Strávím více èasu doma, jak si pøeje;Passons plus de temps en sa compagnie;;Ich verbringe mehr Zeit daheim, wie [Root.Spouse.GetSheHe] gefordert hat.;Pasar más tiempo en casa como [Root.Spouse.GetSheHe] desea;;;;;;;;;x
#EVTDESC64115;My lover accused me of loving my spouse [Root.Spouse.GetTitledFirstName] more than [Root.GetHerHimOpp].;Ma maîtresse m'a accusé d'aimer mon épouse, [Root.Spouse.Get_le_TitledFirstName], plus qu'elle.;;Meine Affäre hat mir vorgeworfen, ich würde [Root.Spouse.GetTitledFirstName] mehr lieben als [Root.GetHerHimOpp].;Mi amante me ha acusado de amar a mi cónyuge [Root.Spouse.GetTitledFirstName] más que a [Root.GetSheHeOpp].;;;;;;;;;x
#EVTOPTA64115;Buy [Root.GetHerHimOpp] an expensive gift to prove my love;Lui acheter un cadeau de grande valeur pour lui prouver mon amour;;Ich kaufe [Root.GetihmihrOpp] ein teures Geschenk als Beweis meiner Liebe;Comprarle [Root.GetHerHimOpp] un regalo valioso como prueba de mi amor;;;;;;;;;x
#EVTOPTB64115;Take [Root.GetHerHimOpp] to my country manor for some quality time;L'amener dans mon manoir de campagne pour passer des moments inoubliables;;Ich nehme [Root.GetHerHimOpp] mit auf mein Landhaus für ein paar schöne Stunden;Llevarle [Root.GetHerHimOpp] a mi casa rural y disfrutar de la estancia;;;;;;;;;x
#EVTOPTC64115;Assure [Root.GetHerHimOpp] of [Root.GetHerHisOpp] importance by words only;La rassurer sur mes sentiments en paroles uniquement;;Ich beschränke mich auf Worte, um [Root.GetHerHimOpp] zu beschwichtigen;Asegurarle [Root.GetHerHimOpp] que me importa con solo palabras.;;;;;;;;;x
#EVTOPTD64115;Tell [Root.GetHerHimOpp] that [Root.GetSheHeOpp] is absolutely correct;Lui dire qu' [Root.GetIlElleOpp] a tout à fait raison;;Ich bestätige [Root.GetihmihrOpp], dass ihr Eindruck der Wahrheit entspricht;Decirle que [Root.GetSheHeOpp] está en lo cierto;;;;;;;;;x
EVTDESC64120;Jako první mi to øekla má milenka, potom u si o tom cvrlikali i vrabci na støeše paláce. Má ena [Root.Spouse.GetTitledFirstName] mou nevìru všem oznámila.;Toute la Cour en parle. [Root.Spouse.Get_Le_TitledFirstName] a rendu public mon adultère !;;Erst hörte ich es von meiner Affäre, dann überall im Hof: [Root.Spouse.GetTitledFirstName] hat die Affäre ganz öffentlich enthüllt!;Mi amante me lo contó primero, pero toda la corte ya murmuraba sobre el tema. ¡Mi cónyuge [Root.Spouse.GetTitledFirstName] había hecho público nuestro romance adúltero!;;;;;;;;;x
EVTOPTA64120;Neznat se k celé aféøe;Désavouer la relation;;Die Affäre abstreiten;Negar el asunto;;;;;;;;;x
EVTOPTB64120;Nedbat jejích øeèí;Ignorer ses dires;;[Root.Spouse.GetHerHis]e Vorwürfe ignorieren;Ignorar [Root.Spouse.GetHerHis] palabras;;;;;;;;;x
EVTDESC64125;Moje cho [Root.Spouse.GetTitledFirstName] mì veøejnì poníila! Políbila na veøejnosti svého milence a všichni tak vìdí o jejich cizoloném pomìru!;M[Root.Spouse.GetOnA] [Root.Spouse.GetHusbandWife], [Root.Spouse.Get_le_TitledFirstName], m'a humilié[Root.Get_E] publiquement ! [Root.Spouse.GetIlElleCap] embrasse son amant[Root.Spouse.Get_EOpp] en public, et maintenant, tout le monde est au courant de son infidélité !;;[Root.Spouse.GetTitledFirstName] hat mich öffentlich gedemütigt! [Root.Spouse.GetSheHeCap] hat [Root.Spouse.GetHerHis]e Affäre in aller Öffentlichkeit geküsst ... Und jetzt weiß jeder von ihrer außerehelichen Liebelei!;¡Mi cónyuge [Root.Spouse.GetTitledFirstName] me ha humillado públicamente! ¡[Root.Spouse.GetSheHeCap] besó a [Root.Spouse.GetHerHis] amante en público y ahora todos conocen su aventura adúltera!;;;;;;;;;x
EVTOPTA64125;Stoicky to snášet;L'endurer stoïquement;;Gleichmütig bleiben;Soportarlo estoicamente;;;;;;;;;x
EVTOPTB64125;Zatknout jejího milence;Arrêter sa maîtresse;;[Root.Spouse.GetHerHisCap]e Affäre festnehmen;Arrestar a [Root.Spouse.GetHerHis] amante;;;;;;;;;x
EVTOPTC64125;Zatknout ji;L'arrêter;;[Root.Spouse.GetHerHimCap] festnehmen;Arrestar[Root.Spouse.GetHerHim] a [Root.Spouse.GetSheHe];;;;;;;;;x
